short_name,overall,pace,shooting,passing,dribbling,defending,physic
E. Sánchez,57,60,52,57,61,34,47
O. Aina,57,76,34,45,56,57,61
D. Montiel,57,74,46,56,55,46,52
M. Pinto,57,67,38,49,53,58,51
P. McEleney,57,71,58,53,58,32,54
P. Sparrdal-Mantilla,57,60,29,36,51,58,66
J. Reeves,57,61,44,60,66,44,57
C. Stockton,57,71,56,43,50,27,60
C. Dibble,57,,,,,,
M. Larsen,57,76,56,61,58,49,49
Z. Francis-Angol,57,81,33,50,61,57,59
M. Boyle,57,71,54,45,61,28,51
S. Mohlin,57,,,,,,
C. Morris,57,69,56,43,55,31,66
M. Falkeborn,57,73,38,47,58,57,63
L. Phiri,57,76,44,52,58,55,62
S. Harrison,57,50,30,36,37,60,60
A. Muñoz,57,82,45,58,56,46,55
M. Cubillos,57,61,52,49,66,28,61
A. Ivanov,57,73,30,41,54,58,59
L. Cárdenas,57,,,,,,
M. Uhde,57,54,34,35,42,60,53
G. Burón,57,77,40,50,64,56,55
M. O'Sullivan,57,63,51,58,63,34,50
G. Piovi,57,74,29,38,52,59,55
Einar Galilea,57,62,31,38,42,55,62
L. Acosta,57,,,,,,
O. Oschkenat,57,53,32,40,44,57,60
H. Miličević,57,52,34,53,51,55,64
N. Martínez,57,60,28,52,54,59,48
J. Cuellar,57,69,58,46,62,27,52
D. Deflem,57,76,52,52,57,49,56
S. Ojo,57,78,54,51,57,29,51
D. Blanco,57,84,48,55,64,30,48
D. Ferfelis,57,40,59,40,50,29,69
J. Salas,57,63,52,56,61,29,41
Peu,57,63,61,52,62,29,44
M. Schindele,57,54,38,47,42,55,68
C. Ortag,57,,,,,,
E. Ahumada,57,72,27,26,29,59,62
D. Venturi,57,68,52,55,62,29,43
S. Izaguirre,57,59,27,35,37,60,61
G. Bowerman,57,65,58,43,55,26,53
S. McDermott,57,,,,,,
J. Makarounas,57,65,51,57,59,32,54
D. East,57,70,33,50,56,55,69
M. Sax,57,69,52,43,57,30,59
I. Gelios,57,,,,,,
M. Ingram,57,,,,,,
M. Bauer,57,82,45,52,64,53,61
R. Fredericks,57,86,49,57,66,52,54
H. Johansen,57,67,55,36,50,27,63
L. Hornby,57,71,47,60,61,45,56
F. Sido,57,71,47,53,62,29,51
J. Lussey,57,63,54,58,53,48,49
K. Hause,57,65,25,44,40,55,64
L. McCullough,57,53,31,40,39,57,65
A. Moreno,57,72,55,36,64,27,54
D. Douline,57,56,45,51,48,57,57
A. Deja,57,64,43,55,56,51,72
L. Valencia,57,78,57,41,59,27,55
J. Marriott,57,58,59,41,52,28,54
N. Ferreyra,57,33,28,35,31,58,71
S. Mtsweni,57,72,31,42,52,63,46
A. Zárate,57,68,40,50,57,55,59
H. Aron Fridjónsson,57,64,58,42,55,28,61
Kim Yong Hwan,57,70,33,45,61,54,62
G. Lloris,57,58,27,34,36,58,64
J. Marchioni,57,57,53,60,58,44,63
A. Tunca,57,,,,,,
R. Fecunda,57,70,31,45,62,57,52
C. Tigroudja,57,67,51,59,60,39,49
I. Kahveci,57,64,44,62,58,32,51
G. Seijas,57,67,48,55,60,29,45
I. McLoughlin,57,,,,,,
T. Moutinho,57,70,53,51,58,48,55
M. Potzmann,57,69,58,52,60,56,59
J. Nicholson,57,63,42,58,59,40,55
P. Izzo,57,,,,,,
L. O'Neil,57,62,31,44,40,64,66
L. Remedi,57,68,37,55,60,46,59
D. Ward,57,,,,,,
A. Vasilyev,57,58,31,35,37,63,60
P. M'Bow,57,56,29,29,35,57,70
Clinton Mata,57,73,52,53,58,24,59
G. Buckley,57,55,55,55,56,52,61
S. Piesinger,57,60,35,48,53,55,74
T. Weber,57,78,30,53,60,53,53
M. Cebula,57,69,45,57,52,48,52
J. Matt,57,52,57,42,51,29,69
O. Bosso,57,69,34,51,55,62,51
J. Craigen,57,65,43,56,61,45,61
J. Cisotti,57,68,57,44,61,28,47
A. De Leidi,57,58,41,49,37,59,57
J. Vall,57,83,53,52,58,30,66
Garrido,57,64,28,29,42,59,60
J. Herrera,57,67,54,38,58,25,55
Pedro Ribeiro,57,57,55,60,57,54,70
Kim Seul Ki,57,69,43,52,60,24,60
T. Rieder,57,54,32,34,36,60,58
S. Milinković-Savić,57,57,33,50,50,54,65
H. Martín,57,54,62,48,64,26,36
S. Pozatzidis,57,63,41,51,53,58,59
K. Benitez,57,75,55,48,62,28,58
G. Alanís,57,61,46,56,58,40,56
E. Báez,57,63,27,43,47,60,67
J. Benet,57,66,45,59,60,52,52
S. Yilmaz,57,64,57,41,54,28,44
G. Foresta,57,67,46,55,65,33,37
Carrasco,57,66,45,55,64,29,37
Alex Mozo,57,67,51,62,64,44,37
M. Hawsawi,57,67,32,36,39,59,60
Y. Reuten,57,60,35,61,49,50,62
Jorge Hernández,57,63,46,58,57,46,49
K. Djilali,57,86,54,50,58,33,64
M. Gundelach,57,66,47,60,59,54,61
S. Khizhnichenko,57,62,62,42,57,29,73
L. Höbarth,57,,,,,,
D. Oberhauser,57,,,,,,
W. Hatfield,57,67,47,51,59,32,47
A. Greene,57,81,56,50,58,36,55
A. Bavena,57,,,,,,
J. Rowe,57,68,59,57,57,46,52
L. Lucas,57,68,50,57,56,52,66
M. Power,57,61,58,56,56,53,67
L. Norris,57,60,58,44,52,27,65
N. Pope,57,,,,,,
A. Meola,57,67,23,44,52,56,65
J. Archer,57,,,,,,
G. Morrissey,57,55,51,57,56,50,56
Heo Beom San,57,63,47,58,61,42,47
L. Ralte,57,78,50,52,64,28,46
S. Alqumayzi,57,80,37,47,61,53,68
J. Goodman,57,49,40,38,49,58,59
H. Gligor,57,70,40,57,62,45,43
J. Jeanvier,57,65,32,40,55,58,64
E. Bojang,57,64,56,38,47,29,69
I. Lambarschi,57,67,49,64,66,44,45
M. Berger,57,67,32,44,54,58,59
Pablo Valcarce,57,69,42,60,60,52,51
J. Whatmough,57,62,25,44,45,56,62
D. Santa,57,65,45,54,57,55,68
O. Çenik,57,63,28,39,39,58,62
L. Diony,57,76,57,44,57,29,55
C. Magaña,57,55,26,41,36,59,72
F. Vázquez,57,54,59,40,55,26,70
M. Hende,57,67,61,50,59,37,67
R. Lucas,57,,,,,,
C. Meneses,57,64,39,48,58,59,57
S. Zwierschitz,57,65,38,45,56,59,61
M. Schuster,57,54,27,30,29,61,56
C. Arango,57,72,57,36,56,28,67
J. Dossou,57,68,43,54,67,36,57
D. Wheeler,57,78,45,47,60,26,66
Y. González,57,66,39,54,59,48,70
F. Gaetano,57,55,51,56,59,43,48
J. García,57,56,58,42,57,27,56
S. Okoli,57,72,52,39,58,26,67
D. Lowe,57,74,25,26,50,55,68
G. Bosz,57,67,53,59,59,52,51
G. Martínez,57,72,41,57,54,53,76
V. Muñoz,57,63,44,58,59,26,49
K. Baiden,57,72,41,46,53,55,61
F. Arce Jr.,57,56,42,57,57,56,65
Nacho Porcar,57,60,34,45,47,57,56
Ivi,57,54,58,36,55,27,50
E. Salles,57,,,,,,
L. M'Pasi,57,,,,,,
T. Kaya,57,63,28,35,48,63,63
S. Kaban,57,66,44,58,59,44,52
L. Paqarada,57,73,42,53,58,56,59
R. Hemmink,57,48,42,57,56,57,58
F. Strauss,57,55,28,29,29,58,65
Y. Gómez,57,45,29,32,30,57,75
L. Mancuso,57,67,57,55,58,28,49
E. Bonifacio,57,71,31,45,58,55,52
Ovejero,57,,,,,,
B. Oyarzo,57,74,58,50,56,27,42
S. Studer,57,,,,,,
R. Lainton,57,,,,,,
A. Boyce,57,70,25,35,34,54,67
T. Aldred,57,52,30,36,32,55,68
H. Nilsson,57,,,,,,
K. Waters,57,80,56,52,56,38,53
Jonathan De Amo,57,61,31,41,51,53,73
C. Routis,57,58,45,51,56,53,68
M. Montaño,57,79,55,47,63,27,57
Sava Bento,57,66,47,54,60,45,63
C. Harold,57,84,60,47,58,27,58
D. Maatsen,57,91,53,46,59,30,58
J. Pritchard,57,66,45,55,62,57,65
S. McGinty,57,58,25,35,32,58,63
Hong Jin Gi,57,74,26,37,46,59,68
H. Jumper,57,69,30,49,53,55,68
J. Baumgartner,57,68,32,53,59,56,59
K. Acosta,57,74,35,40,53,59,61
D. Withrow,57,,,,,,
R. González,57,69,60,46,65,28,42
A. Madu,57,58,28,33,33,57,68
D. Carr,57,79,54,38,60,28,54
R. O'Reilly,57,41,31,35,39,58,59
Yoel Sola,57,60,58,54,62,31,48
D. Rienstra,57,66,47,56,58,56,51
N. Gandi,57,71,57,49,62,28,47
T. Saric,57,64,49,57,60,49,69
Pau,57,,,,,,
A. Kovar,57,61,53,58,56,52,59
T. McNamara,57,63,51,55,58,38,51
C. Ward,57,63,46,63,60,45,49
F. Woodman,57,,,,,,
J. Silva,57,55,32,31,33,59,60
F. Segovia,57,54,32,36,35,56,68
A. Fisher,57,74,56,41,57,27,63
Eguaras,57,51,42,63,58,57,59
D. Pecirep,57,65,56,35,53,28,58
I. Al Maghrabi,57,54,59,45,61,26,54
U. Jaimes,57,56,60,47,67,27,40
J. Vickers,57,,,,,,
J. Piris,57,62,58,42,63,26,42
S. Altamira,57,58,32,31,37,60,56
B. Bawling,57,81,50,50,60,48,51
V. Koziello,57,53,46,66,55,42,38
G. Artun,57,64,51,60,69,40,44
L. Page,57,57,35,40,56,59,54
Júlio Neiva,57,,,,,,
J. Vázquez,57,65,47,57,56,50,54
M. Meral,57,,,,,,
A. Cartwright,57,59,36,43,53,58,65
T. Zhamaletdinov,57,53,59,41,54,28,57
N. Stankevich,57,65,46,58,57,41,49
P. Gibaud,57,70,35,46,48,57,63
C. Dunn,57,,,,,,
T. Velaphi,57,,,,,,
G. Deegan,57,71,60,55,55,59,79
D. Foran,57,45,25,29,40,57,71
G. Lembet,57,,,,,,
P. Rakotoharisoa,57,90,45,55,64,28,37
T. Konrad,57,71,32,32,34,58,61
G. Gillespie,57,65,28,58,58,54,63
A. Lans,57,70,44,51,50,56,61
Mariano,57,46,56,38,52,28,65
B. Afşarlı,57,69,55,51,61,55,64
C. McCormack,57,71,56,56,56,56,53
G. Taft,57,62,29,45,41,58,68
S. Dallas,57,67,45,54,58,30,52
A. Maund,57,52,42,49,53,56,68
A. Kajević,57,70,38,58,53,56,71
Barahona,57,79,55,47,63,37,56
H. Shuwaish,57,52,27,44,41,60,73
R. Willmott,57,82,53,51,62,50,58
Imanol Elías,57,,,,,,
A. López,57,,,,,,
B. Babit,57,78,59,37,54,28,51
A. Nabbout,57,76,58,46,59,25,55
O. Schnitzler,57,,,,,,
Kim Ji Woong,57,70,27,53,55,55,69
C. Guerra,57,,,,,,
A. Chapman,57,,,,,,
T. Hawkridge,57,65,50,54,59,38,62
E. Flores,57,75,28,47,56,60,65
K. Diogo,57,68,46,59,53,49,60
I. Lachalde,57,66,52,52,64,31,47
S. Gbohouo,57,,,,,,
L. Mengual,57,76,39,58,66,36,61
S. Olivares,57,59,33,37,52,62,68
J. Mendes,57,76,60,44,63,27,48
Jon Vega,57,65,30,43,44,57,59
K. Bonsu,57,61,48,59,54,56,66
B. Sweat,57,76,26,54,58,53,67
L. Choutesiotis,57,,,,,,
E. Terzaghi,57,75,53,50,58,26,42
M. Devlin,57,55,27,33,34,57,68
N. Ratti,57,,,,,,
N. Teichgräber,57,58,28,36,40,59,59
J. Salamon,57,65,60,37,51,28,54
D. Holman,57,71,58,44,52,28,57
B. Bahn,57,70,47,55,62,32,49
A. Benítez,57,65,58,49,62,28,54
El Morabet,57,56,42,53,57,57,59
Josito,57,63,36,39,50,59,56
C. Elizalde,57,63,31,35,38,60,53
J. McMillan,57,54,30,48,53,58,69
B. Dudzic,57,82,56,46,57,36,55
D. Dennehy,57,63,33,41,33,55,76
K. Sheppard,57,75,56,51,57,28,66
B. Griffiths,57,61,25,33,41,59,72
J. González,57,68,50,55,61,54,60
P. Black,57,75,32,47,52,54,71
G. Taylor,57,79,40,50,52,57,64
S. Frederiksen,57,58,55,40,58,28,64
A. Al Shagran,57,61,47,60,54,50,61
J. Tshibumbu,57,76,55,50,58,28,61
M. Gürbüzerol,57,72,58,47,52,25,40
R. Deacon,57,81,50,49,58,52,63
A. Dahlström,57,78,48,50,60,51,50
Y. Songo'o,57,60,33,35,36,53,69
Ale Martín,57,,,,,,
Choi Jong Hwan,57,76,49,60,63,52,69
W. Małecki,57,,,,,,
B. Waters,57,63,38,56,58,45,56
R. Singh,57,60,60,41,51,29,52
A. Kann,57,,,,,,
Y. Murillo,57,62,32,51,50,55,71
O. Kristinsson,57,,,,,,
M. Hamzi,57,81,53,49,58,27,51
J. Remiti,57,57,40,55,60,59,47
B. Knutsen,57,,,,,,
J. Coulson,57,62,26,35,32,59,70
F. Diedhiou,57,49,60,39,52,29,58
A. Şahbaz,57,60,31,32,34,58,61
A. Tsybikov,57,86,30,38,63,60,42
R. Özkan,57,60,38,56,58,53,58
Patrick Andrade,57,72,46,60,57,44,55
T. Akiyoshi,57,68,48,53,60,27,50
Javi Cantero,57,61,30,40,56,58,58
V. Achim,57,62,39,55,59,59,68
W. Dyer,57,72,33,54,61,54,61
N. Agger,57,70,59,41,65,33,70
A. Arestidou,57,,,,,,
S. Beeley,57,73,37,44,56,59,54
B. Kennedy,57,,,,,,
C. Daniel,57,79,54,53,60,48,60
J. Franks,57,73,60,51,60,37,54
A. Fleming,57,72,52,57,58,43,55
S. Conneely,57,64,32,52,50,56,62
M. Liddle,57,67,24,47,38,55,68
L. Young,57,76,51,49,62,42,47
D. Massey,57,58,52,44,50,57,60
J. Chambers,57,63,51,58,54,52,74
E. Dahle,57,65,51,53,58,38,50
D. McMillan,57,71,57,42,56,28,59
K. Ward,57,80,53,55,56,48,48
S. Al Issa,57,78,24,46,61,55,60
P. Reulet,57,,,,,,
F. Al Johani,57,69,59,36,53,28,56
A. Wheeler,57,52,55,37,56,54,72
Iñaki,57,58,33,52,60,55,57
Pedro,57,,,,,,
L. Arenas,57,,,,,,
Kim Shin,57,55,58,51,55,27,67
F. Maya,57,68,31,42,51,57,63
J. Taylor,57,61,52,54,53,53,81
E. Ousager,57,,,,,,
M. Byrne,57,74,50,56,57,49,61
V. Aanestad,57,65,41,48,53,54,61
A. Al Qarni,57,61,27,34,37,56,70
T. Elewah,57,69,57,40,59,26,54
Song Won Jae,57,60,53,60,59,44,52
Kim Min Soo,57,68,53,54,57,26,54
A. Becerra,57,,,,,,
P. Karlsson,57,68,38,47,52,56,64
P. Martinez,57,69,28,43,52,56,66
B. Singh,57,74,61,42,54,27,52
V. Vasic,57,,,,,,
R. Gergel,57,63,48,57,57,60,54
F. Vazquez,57,59,32,40,56,61,65
A. Khongjee,57,81,29,27,39,59,64
G. Morris,57,,,,,,
C. Sedgwick,57,41,55,62,59,40,56
B. Molloy,57,54,48,54,51,57,60
P. Smith,57,,,,,,
P. Wotton,57,33,54,50,49,56,53
R. Brush,57,,,,,,
D. Clarkson,57,62,64,54,57,41,64
C. Beardsley,57,66,55,46,53,38,76
M. McNulty,57,,,,,,
L. Bucchi,57,,,,,,
M. Sokołowski,57,52,53,60,57,60,55
J. O'Flynn,57,64,57,46,57,33,69
J. Russell,57,54,56,56,59,53,61
M. Klikin,57,,,,,,
M. Mikkelsen,57,66,42,54,55,25,68
P. Sasin,57,69,42,51,61,51,59
L. Bell,57,61,43,49,50,55,71
D. Blizzard,57,53,40,51,53,57,65
K. Keane,57,64,41,54,57,62,81
M. Szmatiuk,57,42,30,40,34,58,74
R. Higgins,57,55,59,60,51,54,71
D. Kołodziej,57,43,61,61,58,41,61
A. Bond,57,51,57,54,53,56,66
G. Singh,57,66,32,33,34,57,69
J. Devera,57,55,28,51,48,60,63
P. Frattali,57,,,,,,
P. Edwards,57,64,38,39,43,62,69
M. Rossiter,57,54,45,51,50,56,68
I. Davoren,57,72,50,51,56,56,64
P. Kavanagh,57,70,51,53,61,33,55
A. Yates,57,70,30,54,56,58,60
C. Cárdenas,57,31,24,33,30,56,69
M. Nash,57,,,,,,
M. Al Naji,57,,,,,,
M. Bagaev,57,60,43,61,50,55,59
H. Halldórsson,57,,,,,,
M. Malaika,57,,,,,,
A. Buhumail,57,57,29,60,51,40,69
J. Al Aameri,57,,,,,,
A. Mqbol,57,74,37,47,48,57,72
M. Ali,57,88,33,47,57,54,67
J. Hagawi,57,44,28,39,39,55,74
G. Fabiano,57,65,60,52,60,27,47
H. Abbas,57,68,50,57,58,53,60
H. Al Sandal,57,51,27,28,31,57,68
F. Sánchez,57,79,27,37,64,57,63
C. Abella,57,,,,,,
C. Bejarano,57,,,,,,
P. Reinoso,57,,,,,,
G. Orellana,57,,,,,,
J. Hristov,57,70,28,30,49,62,63
O. Villarreal,57,58,58,34,51,29,51
J. Cano,57,65,25,44,57,56,62
J. Nuñez,57,74,54,49,58,35,65
A. Sukhov,57,58,31,39,57,62,54
D. MacKinnon,57,60,57,49,55,37,76
M. Gómez,57,65,55,47,62,25,40
M. Rabie,57,,,,,,
C. Lamb,57,66,59,37,54,28,51
M. Bossaerts,56,62,30,43,51,54,63
R. Loftus-Cheek,56,72,43,55,54,41,60
J. Morrell,56,71,46,56,62,46,46
A. Strømgaard Sørensen,56,62,37,51,52,54,63
F. Bredlow,56,,,,,,
I. Lawlor,56,,,,,,
S. Horvath,56,71,51,54,73,42,46
J. Toral,56,66,51,60,53,48,57
M. Maignan,56,,,,,,
J. Maddison,56,75,58,52,63,29,49
B. Jamieson IV,56,79,55,38,63,28,45
M. Boninsegni,56,61,29,32,33,59,60
M. Muroni,56,69,46,56,62,49,52
A. Gunn,56,,,,,,
P. Ciurria,56,72,53,49,60,25,41
L. Henderson,56,66,48,57,61,43,54
S. Bastien,56,70,48,58,66,46,47
A. Ciranni,56,63,42,54,61,28,45
M. Multhaup,56,67,50,53,63,35,50
D. Sommariva,56,,,,,,
Y. Schulze,56,54,28,35,43,57,62
J. Gonzalez,56,,,,,,
S. Svendsen,56,71,54,55,65,27,45
L. Cargnino,56,63,29,35,37,61,54
M. Bishop,56,75,55,48,53,27,56
E. Lanini,56,68,57,50,61,27,52
J. Petriccione,56,59,45,54,56,56,54
S. Basalaj,56,,,,,,
A. Morgunov,56,73,53,54,63,36,51
A. Miranchuk,56,65,56,53,62,31,53
H. Winks,56,66,50,60,62,43,50
A. Tello,56,66,27,42,50,53,73
T. Walker,56,83,58,40,51,28,41
D. Costa,56,,,,,,
A. Bell,56,76,38,49,55,54,61
M. Bonne,56,77,57,35,52,28,56
S. McQueen,56,64,54,54,62,26,47
J. Dodoo,56,78,55,39,56,28,55
G. Honeyman,56,68,44,60,58,42,56
Sebas Moyano,56,68,46,57,62,36,35
D. Vacondio,56,68,30,51,58,53,49
S. Szmodics,56,76,53,54,59,40,49
F. Kent,56,54,30,33,43,59,58
V. Bergan,56,69,28,36,39,55,64
R. Bauer,56,58,44,55,56,50,69
D. Nicoletti,56,,,,,,
Y. Zummack,56,,,,,,
A. Drury,56,76,48,50,58,44,43
O. Arzamendia,56,65,39,61,55,43,57
C. Wilkinson,56,56,60,40,49,29,52
K. McEvoy,56,87,48,45,63,24,46
L. Hall,56,69,49,58,61,37,58
Isi,56,62,42,60,59,39,35
Saballs,56,67,57,37,64,27,38
V. Gatica,56,60,59,38,51,29,47
E. Gliozzi,56,55,57,43,56,28,48
J. Ruiz,56,60,64,47,63,30,57
N. De Pauw,56,54,29,42,48,55,60
R. Cisneros,56,62,57,44,55,27,48
J. Stockley,56,71,56,35,52,30,60
J. Kempin,56,,,,,,
D. Holden,56,77,27,40,57,59,58
L. Erwin,56,65,56,38,53,27,57
B. Lawrence,56,69,46,57,63,43,42
K. Morris,56,82,45,50,61,24,58
T. Payne,56,72,59,57,63,40,52
R. Zobnin,56,67,39,56,62,50,59
E. Andersson,56,61,43,60,58,42,46
I. Näsberg,56,69,33,39,44,56,60
F. Matri,56,33,31,39,43,57,66
S. Garufi,56,62,50,55,58,48,56
R. Ramírez,56,,,,,,
J. Requena,56,68,46,52,63,35,56
T. Baumgartl,56,48,32,39,36,54,64
J. Stock,56,70,44,55,59,38,55
V. Baume,56,,,,,,
G. Waring,56,55,57,46,56,27,56
T. Robson,56,67,33,47,57,53,61
D. Sambissa,56,73,43,49,59,55,53
A. Henshall,56,85,42,48,60,30,47
L. Bostyn,56,,,,,,
K. McAusland,56,56,46,47,49,57,57
E. García,56,53,55,53,63,28,39
T. Reilly,56,64,56,55,60,34,40
T. Dähne,56,,,,,,
S. Al Sawadi,56,88,49,47,60,24,53
R. James,56,59,39,48,59,57,48
M. Karpuz,56,72,46,52,58,55,55
S. Sangaré,56,67,33,33,33,60,61
M. Crowe,56,,,,,,
S. Allagbe,56,,,,,,
M. Beck,56,60,50,57,57,48,65
L. Cuesta,56,67,53,36,60,28,53
E. Babayan,56,71,56,47,62,26,56
G. Lefebvre,56,67,50,54,57,42,52
Carlos,56,,,,,,
M. Moscati,56,67,46,56,51,38,64
Michael Gonçalves,56,74,30,43,63,54,53
J. Hjelte,56,59,56,45,56,24,55
L. Fernández,56,,,,,,
C. Shanosky,56,51,47,52,59,53,60
O. Langås,56,68,53,39,62,30,47
D. Morrissey,56,71,56,38,56,28,48
B. Djimsiti,56,46,32,45,39,55,69
L. Byrne,56,75,40,51,53,54,59
J. Sinnott,56,69,52,56,53,45,57
A. Palma,56,60,32,55,60,41,57
R. Gagliardini,56,65,45,50,63,40,58
N. Poulsen,56,63,42,54,54,56,62
B. Abbott,56,69,50,55,59,48,58
H. Bonmann,56,,,,,,
J. Lumley,56,,,,,,
A. Martín Arias,56,,,,,,
E. Vidal,56,60,61,42,57,26,60
C. Flórez,56,68,42,48,42,57,56
C. Jahraldo-Martin,56,67,55,49,60,26,53
B. Ben Daoud,56,66,44,58,57,45,65
N. Losada,56,,,,,,
T. Bobek,56,82,28,39,43,58,58
L. Chetti,56,71,48,51,60,27,52
S. Fernández,56,61,25,35,52,56,62
S. Giordana,56,65,57,48,61,29,54
M. Stryjek,56,,,,,,
L. Lozoya,56,61,33,40,57,57,60
I. Aydın,56,66,52,57,59,45,57
H. Cinemre,56,61,30,31,37,60,54
I. Bezdenezhnykh,56,62,41,58,55,59,50
S. Jeffers,56,75,58,49,58,29,55
G. Barker,56,70,55,40,58,27,54
R. Sandnes,56,67,55,47,61,56,51
A. Buxton,56,54,26,39,48,58,65
B. McNamee,56,70,50,57,52,53,57
J. Stephens,56,,,,,,
H. Guichard,56,,,,,,
P. Kita,56,60,57,50,57,36,54
J. Gibbons,56,75,47,50,62,39,56
J. Moore-Taylor,56,61,31,44,47,52,72
Q. Roberts,56,,,,,,
Sergi Tienda,56,,,,,,
M. Al Amri,56,70,48,46,65,53,61
D. Podleśny,56,,,,,,
M. Kopczyński,56,66,49,53,58,53,56
R. Alborno,56,58,35,43,53,55,59
J. Blyth,56,47,60,38,46,29,69
B. Garuccio,56,74,46,57,64,53,57
E. Onuachu,56,67,55,46,55,35,64
S. Evans,56,55,53,50,61,43,62
F. Tronêt,56,65,52,51,61,30,52
C. Sukke,56,,,,,,
S. Céspedes,56,77,51,51,58,27,51
J. Rivas,56,59,60,39,48,29,56
A. Vargas,56,72,55,44,57,29,60
T. ten Den,56,58,45,61,59,43,53
Mediavilla,56,,,,,,
F. Dornebusch,56,,,,,,
J. Barrett Laursen,56,71,33,45,52,55,60
C. Dummigan,56,67,30,49,56,57,54
J. Dorow,56,71,58,41,57,27,49
S. Mikalsen,56,74,30,45,54,56,58
S. Schwendinger,56,54,32,45,55,59,60
D. De Kegel,56,69,30,48,55,57,55
R. Huddart,56,,,,,,
M. Darrieux,56,54,41,53,45,55,64
Sergio Pérez,56,,,,,,
F. Grillo,56,65,35,39,42,57,61
J. Biada,56,70,51,56,60,37,47
C. Dawes,56,65,58,54,64,28,46
D. Schierl,56,,,,,,
José Suarez,56,,,,,,
A. Anagnostopoulos,56,,,,,,
X. Mdaki,56,59,49,53,53,59,63
Bustinza,56,65,33,45,53,55,63
Fábio Pala,56,61,31,38,57,58,60
E. Wearen,56,63,59,59,55,46,56
G. Bieszczad,56,,,,,,
B. Neziroğluları,56,69,34,46,50,57,59
D. Ledwith,56,62,52,56,56,55,54
L. Lynch,56,62,52,56,59,49,56
S. Takazov,56,56,38,49,51,59,55
E. Dudouit,56,50,31,50,40,58,71
T. Hopper,56,60,57,41,52,28,54
G. Holohan,56,67,52,56,59,52,55
D. Ragolle,56,52,39,53,56,54,61
J. Joachim,56,66,60,41,54,26,52
M. Ridgers,56,,,,,,
N. Chettri,56,79,26,43,46,56,57
L. Conlan,56,67,30,41,59,54,64
T. Olufemi,56,87,44,53,59,52,54
J. Rasmussen,56,73,55,52,56,31,68
T. Burghuber,56,78,43,50,60,46,42
Nico,56,72,43,55,59,39,44
E. Bellander,56,55,56,40,55,28,63
A. Pfingstner,56,53,25,36,38,57,63
G. Mahau,56,56,33,50,61,49,58
Park Sun Joo,56,61,52,54,58,49,42
M. Medaglia,56,57,47,54,55,52,53
T. Aasheim,56,68,53,51,59,39,61
C. Rentería,56,52,36,47,40,55,72
S. Mosquera,56,51,30,26,39,58,66
R. Delgado,56,81,49,54,64,30,48
D. Balanta,56,65,28,44,48,55,72
J. Rodríguez,56,67,49,55,60,42,66
S. Gonzalez,56,62,45,51,64,40,58
M. Hofmann,56,61,30,39,35,57,59
Sergio Llamas,56,58,43,62,58,42,42
J. de Alba,56,67,34,42,38,55,66
J. Ledesma,56,,,,,,
O. Palmer,56,73,56,41,55,26,70
F. Friday,56,77,53,42,59,27,61
M. Pavelic,56,68,47,51,56,55,53
D. Gerrar,56,,,,,,
S. Emmanuello,56,60,44,57,55,50,58
R. Quiñones,56,73,51,49,56,28,60
G. Kiltie,56,66,49,55,56,47,50
E. Causi,56,69,58,44,57,27,48
K. Eriksen,56,52,58,37,52,29,60
F. Betra,56,81,55,41,58,25,52
Yang Hyung Mo,56,,,,,,
M. Zant,56,52,26,34,34,52,73
D. McQueen,56,82,55,43,53,27,48
B. Kocabaş,56,71,58,44,55,28,46
M. Wostry,56,46,29,35,34,57,64
T. Moore,56,71,31,41,59,57,49
Iván Calero,56,65,43,54,63,32,42
W. Montoya,56,66,50,55,57,37,55
I. Chudin,56,66,46,60,53,47,58
P. Köşnek,56,63,45,59,54,47,52
I. Provedel,56,,,,,,
K. Abel,56,,,,,,
M. Aguilar,56,67,42,54,56,49,57
H. Mombela,56,61,32,41,45,57,60
D. Lyness,56,,,,,,
L. Tymiński,56,60,51,51,64,48,56
S. Aydilek,56,35,60,51,51,34,62
H. Handžić,56,52,55,40,55,30,64
R. Williams,56,66,54,57,60,36,49
S. Bain,56,,,,,,
D. Cawley,56,64,53,55,52,54,60
M. Da Silva,56,57,41,56,59,53,65
G. Hossmann,56,69,47,54,58,54,61
M. Jeannin,56,,,,,,
Y. Benedick,56,66,53,40,64,28,57
D. Snedker,56,,,,,,
E. Ehua,56,68,38,53,59,51,60
A. Fadel,56,60,38,63,61,32,45
T. Anderson,56,65,27,28,31,57,69
H. Hafidi,56,55,50,58,63,47,61
David Martín,56,74,56,43,62,28,46
Bae Chun Suk,56,48,55,32,55,27,65
J. Maclaren,56,70,55,55,59,32,56
Kwon Young Jin,56,78,23,48,55,55,59
I. Christianson,56,64,53,55,59,48,60
M. Bustamante,56,64,55,60,63,48,48
J. Muñoz,56,,,,,,
O. Lund,56,67,38,50,49,56,62
D. Arapov,56,,,,,,
M. Schulze,56,,,,,,
M. Müller,56,54,26,37,41,56,60
J. Arrascaita,56,71,48,47,70,30,40
Julio,56,,,,,,
F. David,56,62,42,58,58,57,49
L. Franco,56,73,47,56,62,49,41
H. Bergdahl,56,56,38,45,43,58,59
F. Piñero,56,45,40,43,40,54,73
P. Regoli,56,64,46,56,56,52,55
M. Pinato,56,67,46,53,57,43,57
R. Baas,56,55,30,34,37,60,52
H. Sillerström,56,52,27,31,31,55,64
F. Ilarregui,56,76,54,53,60,27,60
